	genome_id	genome_name	accession	annotation	feature_type	gene_id	start	end	strand	na_length	gene	product	ec	refseq_locus_tag
277	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00139	163017	164222	+	1205		hypothetical protein		1280pt3350_00139
279	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00140	164223	165428	+	1205		hypothetical protein		1280pt3350_00140
281	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00141	165439	165996	+	557	epsL	putative sugar transferase EpsL	2.-.-.-	1280pt3350_00141
283	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00142	165996	166883	+	887	fcl	GDP-L-fucose synthase	1.1.1.271	1280pt3350_00142
285	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00143	166937	168199	+	1262	wecC	UDP-N-acetyl-D-mannosamine dehydrogenase	1.1.1.336	1280pt3350_00143
287	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00144	168276	169421	+	1145	mnaA_1	UDP-N-acetylglucosamine 2-epimerase	5.1.3.14	1280pt3350_00144
289	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00145	169812	169486	-	326	isdI	Heme oxygenase (staphylobilin-producing) 2	1.14.99.48	1280pt3350_00145
291	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00146	170202	169819	-	383	ybaN	Inner membrane protein YbaN		1280pt3350_00146
293	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00147	170629	172116	+	1487	aldA	Putative aldehyde dehydrogenase AldA	1.2.1.3	1280pt3350_00147
295	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00148	172762	173721	+	959	czcD_1	Cadmium, cobalt and zinc/H(+)-K(+) antiporter		1280pt3350_00148
297	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00149	173986	173783	-	203		hypothetical protein		1280pt3350_00149
299	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00150	174165	174677	+	512		hypothetical protein		1280pt3350_00150
301	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00151	175019	175759	+	740	nrtD	Nitrate import ATP-binding protein NrtD	7.3.2.4	1280pt3350_00151
303	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00152	175773	176747	+	974		hypothetical protein		1280pt3350_00152
305	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00153	176744	177505	+	761	ssuC	Putative aliphatic sulfonates transport permease protein SsuC		1280pt3350_00153
307	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00154	177515	178549	+	1034		hypothetical protein		1280pt3350_00154
309	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00155	178766	179125	+	359		hypothetical protein		1280pt3350_00155
311	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00156	179298	180323	+	1025		Formate dehydrogenase	1.17.1.9	1280pt3350_00156
313	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00157	180709	181959	+	1250	mdrP	Na(+), Li(+), K(+)/H(+) antiporter		1280pt3350_00157
315	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00158	182406	189581	+	7175	grsB	Gramicidin S synthase 2		1280pt3350_00158
317	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00159	189594	190238	+	644		hypothetical protein		1280pt3350_00159
319	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00160	191060	190566	-	494	yagU	Inner membrane protein YagU		1280pt3350_00160
321	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00161	192079	191315	-	764	argB	Acetylglutamate kinase	2.7.2.8	1280pt3350_00161
323	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00162	193336	192095	-	1241	argJ	Arginine biosynthesis bifunctional protein ArgJ		1280pt3350_00162
325	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00163	194382	193348	-	1034	argC	N-acetyl-gamma-glutamyl-phosphate reductase	1.2.1.38	1280pt3350_00163
327	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00164	195602	194418	-	1184	rocD2_1	Ornithine aminotransferase 2	2.6.1.13	1280pt3350_00164
329	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00165	197210	195855	-	1355	brnQ_1	Branched-chain amino acid transport system 2 carrier protein		1280pt3350_00165
331	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00166	198043	197486	-	557	yecD	Isochorismatase family protein YecD	3.-.-.-	1280pt3350_00166
333	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00167	199750	198110	-	1640	ipdC	Indole-3-pyruvate decarboxylase	4.1.1.74	1280pt3350_00167
335	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00168	199882	200016	+	134		hypothetical protein		1280pt3350_00168
337	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00169	202068	200023	-	2045	ptsG_1	PTS system glucose-specific EIICBA component	2.7.1.199	1280pt3350_00169
339	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00170	202654	203709	+	1055		hypothetical protein		1280pt3350_00170
341	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00171	203709	204605	+	896	murQ	N-acetylmuramic acid 6-phosphate etherase	4.2.1.126	1280pt3350_00171
343	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00172	204617	206071	+	1454		PTS system EIIBC component		1280pt3350_00172
345	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00173	206071	206949	+	878	ybbH_1	putative HTH-type transcriptional regulator YbbH		1280pt3350_00173
347	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00174	207424	207143	-	281		hypothetical protein		1280pt3350_00174
349	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00175	207637	210426	+	2789	hsdR	Type-1 restriction enzyme R protein	3.1.21.3	1280pt3350_00175
351	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00176	210630	211472	+	842		hypothetical protein		1280pt3350_00176
353	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00177	211474	212397	+	923		hypothetical protein		1280pt3350_00177
355	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00178	212384	213496	+	1112		hypothetical protein		1280pt3350_00178
357	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00179	215353	213761	-	1592	gsiA	Glutathione import ATP-binding protein GsiA	7.4.2.10	1280pt3350_00179
359	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00180	215355	216788	+	1433		hypothetical protein		1280pt3350_00180
361	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00181	216794	217957	+	1163		hypothetical protein		1280pt3350_00181
363	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00182	217974	219749	+	1775		hypothetical protein		1280pt3350_00182
365	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00183	219787	221793	+	2006	ggt	Glutathione hydrolase proenzyme	3.4.19.13	1280pt3350_00183
367	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00184	222864	222091	-	773		putative lipoprotein		1280pt3350_00184
369	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00185	223680	223054	-	626	azoR	FMN-dependent NADH-azoreductase	1.7.1.17	1280pt3350_00185
371	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00186	223889	224467	+	578		hypothetical protein		1280pt3350_00186
373	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00187	224850	225947	+	1097	msmX	Oligosaccharides import ATP-binding protein MsmX	7.5.2.-	1280pt3350_00187
375	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00188	225960	227231	+	1271	cycB	Cyclodextrin-binding protein		1280pt3350_00188
377	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00189	227234	228502	+	1268		hypothetical protein		1280pt3350_00189
379	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00190	228504	229343	+	839	malG	Maltose/maltodextrin transport system permease protein MalG		1280pt3350_00190
381	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00191	229417	230493	+	1076	gfo	Glucose--fructose oxidoreductase	1.1.99.28	1280pt3350_00191
383	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00192	230518	231558	+	1040	iolG	Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase	1.1.1.369	1280pt3350_00192
385	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00193	231613	232581	+	968		hypothetical protein		1280pt3350_00193
387	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00194	233436	232942	-	494		hypothetical protein		1280pt3350_00194
389	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00195	233669	235048	+	1379	uhpT	Hexose-6-phosphate:phosphate antiporter		1280pt3350_00195
391	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00196	236165	235407	-	758		putative response regulatory protein		1280pt3350_00196
393	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00197	237713	236166	-	1547		putative sensor-like histidine kinase	2.7.13.3	1280pt3350_00197
395	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00198	238678	237710	-	968		putative protein		1280pt3350_00198
397	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00199	239266	241515	+	2249	pflB	Formate acetyltransferase	2.3.1.54	1280pt3350_00199
399	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00200	241538	242293	+	755	pflA	Pyruvate formate-lyase-activating enzyme	1.97.1.4	1280pt3350_00200
401	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00201	242629	244392	+	1763		hypothetical protein		1280pt3350_00201
403	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00202	244900	244556	-	344	scn_1	Staphylococcal complement inhibitor		1280pt3350_00202
405	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00203	245090	246298	+	1208		Staphylocoagulase		1280pt3350_00203
407	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00204	246976	246590	-	386		hypothetical protein		1280pt3350_00204
409	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00205	248786	247602	-	1184	fadA	3-ketoacyl-CoA thiolase	2.3.1.16	1280pt3350_00205
411	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00206	251077	248816	-	2261	fadN	putative 3-hydroxyacyl-CoA dehydrogenase	1.1.1.35	1280pt3350_00206
413	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00207	252474	251263	-	1211	caiA	Crotonobetainyl-CoA reductase	1.3.8.13	1280pt3350_00207
415	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00208	254091	252586	-	1505	lcfB	Long-chain-fatty-acid--CoA ligase	6.2.1.3	1280pt3350_00208
417	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00209	255679	254117	-	1562	carA_1	Caffeate CoA-transferase	2.8.3.23	1280pt3350_00209
419	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00210	256048	257277	+	1229		hypothetical protein		1280pt3350_00210
421	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00211	259066	257591	-	1475	nikA	Nickel-binding protein NikA		1280pt3350_00211
423	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00212	259620	259264	-	356		hypothetical protein		1280pt3350_00212
425	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00213	259950	259777	-	173		hypothetical protein		1280pt3350_00213
427	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00214	261121	259976	-	1145	hmp	Flavohemoprotein	1.14.12.17	1280pt3350_00214
429	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00215	261694	262647	+	953	ldh1	L-lactate dehydrogenase 1	1.1.1.27	1280pt3350_00215
431	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00216	264496	262967	-	1529	ptsG_2	PTS system glucose-specific EIICBA component	2.7.1.199	1280pt3350_00216
433	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00217	264858	265793	+	935	rihA	Pyrimidine-specific ribonucleoside hydrolase RihA	3.2.-.-	1280pt3350_00217
435	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00218	266132	268228	+	2096		hypothetical protein		1280pt3350_00218
437	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00219	268213	268680	+	467	gatA_1	PTS system galactitol-specific EIIA component		1280pt3350_00219
439	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00220	268703	268981	+	278	gatB_1	PTS system galactitol-specific EIIB component	2.7.1.200	1280pt3350_00220
441	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00221	269208	270467	+	1259	gatC_1	PTS system galactitol-specific EIIC component		1280pt3350_00221
443	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00222	270485	271540	+	1055		D-arabitol-phosphate dehydrogenase	1.1.1.301	1280pt3350_00222
445	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00223	271542	271688	+	146		hypothetical protein		1280pt3350_00223
447	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00224	271712	272755	+	1043	gatD_1	Galactitol 1-phosphate 5-dehydrogenase	1.1.1.251	1280pt3350_00224
449	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00225	273283	273999	+	716	tarI2	Ribitol-5-phosphate cytidylyltransferase 2	2.7.7.40	1280pt3350_00225
451	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00226	273992	275017	+	1025	tarJ'	Ribulose-5-phosphate reductase 2	1.1.1.405	1280pt3350_00226
453	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00227	275039	276733	+	1694	tarK	Teichoic acid ribitol-phosphate polymerase TarK	2.7.8.14	1280pt3350_00227
455	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00228	277161	278330	+	1169	tarF	Teichoic acid glycerol-phosphate transferase	2.7.8.45	1280pt3350_00228
457	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00229	278606	279322	+	716	tarI1	Ribitol-5-phosphate cytidylyltransferase 1	2.7.7.40	1280pt3350_00229
459	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00230	279315	280340	+	1025	tarJ	Ribulose-5-phosphate reductase 1	1.1.1.405	1280pt3350_00230
461	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00231	280362	282050	+	1688	tarL	Teichoic acid ribitol-phosphate polymerase TarL	2.7.8.14	1280pt3350_00231
463	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00232	282083	283807	+	1724	tarS	Poly(ribitol-phosphate) beta-N-acetylglucosaminyltransferase TarS	2.4.1.355	1280pt3350_00232
465	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00233	283947	284621	+	674	scdA	Iron-sulfur cluster repair protein ScdA		1280pt3350_00233
467	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00234	284868	286622	+	1754	ypdA	Sensor histidine kinase YpdA	2.7.13.3	1280pt3350_00234
469	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00235	286625	287365	+	740	lytR	Sensory transduction protein LytR		1280pt3350_00235
471	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00236	287484	287921	+	437	lrgA	Antiholin-like protein LrgA		1280pt3350_00236
473	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00237	287914	288615	+	701	lrgB	Antiholin-like protein LrgB		1280pt3350_00237
475	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00238	289427	288723	-	704	yydK	putative HTH-type transcriptional regulator YydK		1280pt3350_00238
477	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00239	289576	290367	+	791	ptsG_3	PTS system glucose-specific EIICBA component	2.7.1.199	1280pt3350_00239
479	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00240	290383	291819	+	1436	bglA	Aryl-phospho-beta-D-glucosidase BglA	3.2.1.86	1280pt3350_00240
481	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00241	293014	292253	-	761	COQ5	2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial	2.1.1.163	1280pt3350_00241
483	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00242	294179	293265	-	914	rbsK	Ribokinase	2.7.1.15	1280pt3350_00242
485	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00243	294611	294207	-	404	rbsD	D-ribose pyranase	5.4.99.62	1280pt3350_00243
487	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00244	295507	294626	-	881	glcU_1	putative glucose uptake protein GlcU		1280pt3350_00244
489	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00245	296737	295739	-	998	degA	HTH-type transcriptional regulator DegA		1280pt3350_00245
491	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00246	297117	297509	+	392		hypothetical protein		1280pt3350_00246
493	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00247	297737	298141	+	404		hypothetical protein		1280pt3350_00247
495	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00248	299558	298182	-	1376	norB_2	Quinolone resistance protein NorB		1280pt3350_00248
497	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00249	299792	300784	+	992	yxeI	putative protein YxeI		1280pt3350_00249
499	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00250	301110	302060	+	950	lytM	Glycyl-glycine endopeptidase LytM	3.4.24.75	1280pt3350_00250
501	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00251	302771	302112	-	659	lnrL_1	Linearmycin resistance ATP-binding protein LnrL	3.6.3.-	1280pt3350_00251
503	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00252	303705	302785	-	920		hypothetical protein		1280pt3350_00252
505	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00253	304868	303702	-	1166		hypothetical protein		1280pt3350_00253
507	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00254	306459	304936	-	1523		hypothetical protein		1280pt3350_00254
509	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00255	306730	307383	+	653		hypothetical protein		1280pt3350_00255
511	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00256	307417	308004	+	587		hypothetical protein		1280pt3350_00256
513	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00257	309049	308147	-	902		hypothetical protein		1280pt3350_00257
515	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00258	309288	309581	+	293	esxA	Type VII secretion system extracellular protein A		1280pt3350_00258
517	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00259	309665	312694	+	3029	esaA	Type VII secretion system accessory factor EsaA		1280pt3350_00259
519	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00260	312694	313152	+	458		hypothetical protein		1280pt3350_00260
521	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00261	313124	313366	+	242	esaB	Type VII secretion system accessory factor EsaB		1280pt3350_00261
523	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00262	313379	314713	+	1334	essB	Type VII secretion system protein EssB		1280pt3350_00262
525	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00263	314735	319174	+	4439	essC	Type VII secretion system protein EssC		1280pt3350_00263
527	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00264	319204	319596	+	392	esxC	Type VII secretion system extracellular protein C		1280pt3350_00264
529	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00265	319612	319926	+	314	esxB	Type VII secretion system extracellular protein B		1280pt3350_00265
531	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00266	319923	320600	+	677	essE	Type VII secretion system protein EsaE		1280pt3350_00266
533	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00267	320606	320917	+	311	esxD	Type VII secretion system extracellular protein D		1280pt3350_00267
535	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00268	320918	322771	+	1853	essD	Type VII secretion systems protein EssD		1280pt3350_00268
537	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00269	322782	323273	+	491	essG_1	Type VII secretion system protein EsaG		1280pt3350_00269
539	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00270	323481	324164	+	683		hypothetical protein		1280pt3350_00270
541	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00271	324311	324922	+	611		hypothetical protein		1280pt3350_00271
543	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00272	325058	325276	+	218		hypothetical protein		1280pt3350_00272
545	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00273	325408	325908	+	500	essG_2	Type VII secretion system protein EsaG		1280pt3350_00273
547	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00274	325919	326419	+	500	essG_3	Type VII secretion system protein EsaG		1280pt3350_00274
549	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00275	326430	326582	+	152	essG_4	Type VII secretion system protein EsaG		1280pt3350_00275
551	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_00276	326626	326925	+	299	essG_5	Type VII secretion system protein EsaG		1280pt3350_00276
